Date,Open,High,Low,Close,Volume,OpenInterest
2019-08-28,2859.5,2883.75,2845.0,2883.0,2504504,0
2019-08-29,2876.5,2924.0,2868.5,2920.0,2498391,0
2019-08-30,2916.5,2939.75,2906.5,2918.0,2477540,0
2019-09-03,2894.25,2919.75,2882.25,2899.25,2490286,0
2019-09-04,2896.25,2932.75,2895.25,2931.75,2495612,0
2019-09-05,2931.25,2979.75,2929.75,2965.25,2494569,0
2019-09-06,2964.0,2981.5,2963.5,2974.0,2488650,0
2019-09-09,2973.5,2984.75,2962.75,2971.5,2498729,0
2019-09-10,2972.5,2978.25,2950.5,2971.75,2513360,0
2019-09-11,2972.25,2997.5,2965.25,2995.25,2486973,0
2019-09-12,2995.75,3015.0,2992.5,3005.25,463048,0
2019-09-13,3003.5,3017.25,2997.25,3000.0,932866,0
2019-09-16,2988.25,2996.75,2975.0,2993.0,1520061,0
2019-09-17,2995.75,3000.5,2985.25,2999.5,2128531,0
2019-09-18,3000.25,3005.25,2972.25,3000.0,2334444,0
2019-09-19,3001.5,3016.0,2982.75,2999.5,2432119,0
2019-09-20,2998.5,3009.5,2976.75,2981.0,2444952,0
2019-09-23,2987.25,2999.75,2973.5,2988.5,2440005,0
2019-09-24,2992.5,3003.75,2950.0,2961.75,2460425,0
2019-09-25,2962.5,2983.25,2945.25,2977.75,2454854,0
2019-09-26,2977.25,2986.5,2955.75,2972.0,2451888,0
2019-09-27,2971.25,2984.5,2937.75,2955.25,2447652,0
2019-09-30,2967.5,2977.75,2956.0,2970.0,2457568,0
2019-10-01,2975.5,2986.0,2928.5,2929.25,2452944,0
2019-10-02,2933.75,2940.5,2865.5,2872.0,2448016,0
2019-10-03,2875.25,2904.0,2846.5,2903.25,2450729,0
2019-10-04,2903.0,2944.75,2888.25,2942.5,2436327,0
2019-10-07,2921.25,2951.0,2919.5,2929.0,2437773,0
2019-10-08,2926.0,2941.5,2882.0,2884.0,2459880,0
2019-10-09,2885.0,2925.75,2879.75,2910.5,2455330,0
2019-10-10,2912.0,2945.5,2873.25,2932.5,2456474,0
2019-10-11,2940.5,2985.5,2933.25,2962.25,2491094,0
2019-10-14,2959.5,2974.0,2945.25,2957.0,2479579,0
2019-10-15,2958.25,2994.75,2958.0,2989.25,2470030,0
2019-10-16,2988.0,2989.25,2976.25,2983.0,2458025,0
2019-10-17,2983.75,2999.5,2976.75,2989.5,2447188,0
2019-10-18,2989.25,2992.75,2966.5,2979.75,2440088,0
2019-10-21,2976.25,2999.0,2975.25,2998.0,2449385,0
2019-10-22,2998.0,3005.75,2979.75,2986.0,2457791,0
2019-10-23,2983.5,2997.5,2973.5,2997.25,2471470,0
2019-10-24,2997.5,3006.75,2990.25,2995.75,2488017,0
2019-10-25,2995.25,3018.0,2991.5,3011.75,2496273,0
2019-10-28,3014.5,3034.25,3014.25,3027.75,2507590,0
2019-10-29,3029.75,3037.75,3021.0,3027.25,2522874,0
2019-10-30,3028.0,3046.5,3014.75,3039.25,2534765,0
2019-10-31,3043.25,3043.5,3011.75,3027.25,2507355,0
2019-11-01,3027.5,3056.5,3024.5,3054.75,2533393,0
2019-11-04,3056.25,3075.25,3056.25,3067.25,2540075,0
2019-11-05,3068.25,3077.25,3061.25,3063.5,2550577,0
2019-11-06,3063.0,3069.5,3054.5,3067.0,2551909,0
2019-11-07,3068.75,3088.5,3061.75,3077.5,2588418,0
2019-11-08,3077.75,3084.0,3064.0,3082.0,2585427,0
2019-11-11,3082.0,3083.75,3066.0,3079.0,2581086,0
2019-11-12,3079.25,3093.5,3072.75,3083.5,2598016,0
2019-11-13,3082.75,3088.5,3067.25,3087.0,2595181,0
2019-11-14,3087.75,3091.25,3073.25,3088.5,2617657,0
2019-11-15,3088.5,3111.0,3087.25,3109.75,2611516,0
2019-11-18,3110.5,3119.25,3102.5,3113.25,2611425,0
2019-11-19,3113.0,3124.0,3104.25,3110.0,2621487,0
2019-11-20,3108.0,3110.0,3082.25,3100.5,2612319,0
2019-11-21,3088.75,3106.0,3082.75,3095.5,2614810,0
2019-11-22,3095.5,3106.0,3089.25,3103.0,2597224,0
2019-11-25,3110.5,3125.0,3108.0,3124.25,2624864,0
2019-11-26,3122.75,3136.5,3119.5,3135.25,2649050,0
2019-11-27,3135.25,3146.5,3133.25,3145.25,2660613,0
2019-11-29,3146.25,3146.5,3131.0,3135.25,2650092,0
2019-12-02,3137.75,3149.5,3101.75,3105.75,2645652,0
2019-12-03,3105.75,3113.25,3061.0,3082.5,2611042,0
2019-12-04,3083.25,3111.0,3073.25,3102.5,2594107,0
2019-12-05,3102.5,3116.25,3094.75,3109.25,2589774,0
2019-12-06,3109.25,3142.5,3108.5,3137.5,2586460,0
2019-12-09,3138.0,3141.0,3122.75,3126.0,2560706,0
2019-12-10,3125.0,3134.5,3107.75,3127.5,2534481,0
2019-12-11,3127.0,3136.0,3121.0,3134.5,2474973,0
2019-12-12,3135.5,3169.0,3129.0,3159.75,864705,0
2019-12-13,3167.0,3177.0,3148.5,3164.0,1346946,0
2019-12-16,3168.25,3191.25,3165.75,3187.25,2015350,0
2019-12-17,3185.25,3192.25,3180.75,3184.25,2419349,0
2019-12-18,3181.25,3191.75,3180.75,3188.0,2601472,0
2019-12-19,3188.25,3202.5,3183.25,3200.5,2736522,0
2019-12-20,3202.25,3218.25,3197.25,3214.5,2744187,0
2019-12-23,3215.75,3223.0,3213.0,3216.0,2710656,0
2019-12-24,3217.0,3220.0,3211.25,3214.5,2705804,0
2019-12-26,3216.25,3233.5,3215.75,3233.25,2707699,0
2019-12-27,3230.75,3242.75,3224.25,3226.25,2697727,0
2019-12-30,3227.0,3233.0,3206.0,3212.25,2721001,0
2019-12-31,3212.0,3225.0,3201.75,3219.75,2707883,0
