Datetime,Open,High,Low,Close,Volume,OpenInterest
2020-02-03 10:06:00,3262.75,3263.0,3255.5,3260.75,31102,0
2020-02-03 10:07:00,3260.75,3260.75,3258.25,3259.25,9767,0
2020-02-03 10:08:00,3259.5,3260.5,3257.75,3258.25,7574,0
2020-02-03 10:09:00,3258.25,3260.0,3258.0,3258.5,5096,0
2020-02-03 10:10:00,3258.75,3259.5,3258.25,3259.25,3929,0
2020-02-03 10:11:00,3259.5,3261.75,3259.5,3261.25,5360,0
2020-02-03 10:12:00,3261.5,3262.25,3260.5,3260.75,4962,0
2020-02-03 10:13:00,3261.0,3261.5,3259.0,3259.75,5125,0
2020-02-03 10:14:00,3259.75,3261.0,3259.25,3260.25,4188,0
2020-02-03 10:15:00,3260.25,3261.5,3260.0,3261.0,3867,0
2020-02-03 10:16:00,3261.25,3262.75,3260.75,3261.0,4502,0
2020-02-03 10:17:00,3261.25,3261.5,3259.0,3260.0,6434,0
2020-02-03 10:18:00,3260.0,3263.0,3260.0,3262.75,5073,0
2020-02-03 10:19:00,3262.75,3263.5,3262.25,3263.0,4669,0
2020-02-03 10:20:00,3263.25,3264.0,3262.5,3263.25,4126,0
2020-02-03 10:21:00,3263.25,3264.0,3262.75,3263.0,4633,0
2020-02-03 10:22:00,3263.0,3264.0,3262.0,3262.25,3449,0
2020-02-03 10:23:00,3262.25,3262.5,3261.5,3261.75,3587,0
2020-02-03 10:24:00,3262.0,3263.5,3261.75,3263.25,3819,0
2020-02-03 10:25:00,3263.0,3264.0,3263.0,3263.25,3640,0
2020-02-03 10:26:00,3263.5,3265.5,3263.5,3265.5,5599,0
2020-02-03 10:27:00,3265.5,3265.75,3264.5,3265.25,4460,0
2020-02-03 10:28:00,3265.25,3265.75,3263.25,3265.75,4447,0
2020-02-03 10:29:00,3265.75,3267.25,3265.5,3266.25,7445,0
2020-02-03 10:30:00,3266.5,3267.25,3266.25,3267.0,3808,0
2020-02-03 10:31:00,3266.75,3267.25,3265.0,3265.25,4757,0
2020-02-03 10:32:00,3265.25,3266.25,3265.0,3265.75,3691,0
2020-02-03 10:33:00,3266.0,3266.75,3265.75,3266.5,2699,0
2020-02-03 10:34:00,3266.5,3266.75,3264.75,3265.0,3869,0
2020-02-03 10:35:00,3265.0,3265.0,3263.25,3263.5,5139,0
2020-02-03 10:36:00,3263.75,3264.0,3263.0,3263.75,3621,0
2020-02-03 10:37:00,3263.75,3264.5,3263.25,3263.75,3324,0
2020-02-03 10:38:00,3263.75,3264.5,3263.5,3263.75,1918,0
2020-02-03 10:39:00,3264.0,3264.25,3263.0,3263.5,3127,0
2020-02-03 10:40:00,3263.5,3263.5,3262.25,3262.5,3095,0
2020-02-03 10:41:00,3262.5,3262.75,3261.5,3262.0,3730,0
2020-02-03 10:42:00,3262.0,3262.25,3261.25,3261.5,4927,0
2020-02-03 10:43:00,3261.5,3261.5,3260.25,3260.25,3014,0
2020-02-03 10:44:00,3260.5,3261.5,3260.25,3261.25,2479,0
2020-02-03 10:45:00,3261.5,3261.5,3260.5,3261.25,2743,0
2020-02-03 10:46:00,3261.25,3261.5,3259.75,3259.75,2072,0
2020-02-03 10:47:00,3260.0,3260.25,3257.5,3257.75,5941,0
2020-02-03 10:48:00,3257.75,3258.0,3256.75,3256.75,4020,0
2020-02-03 10:49:00,3257.0,3257.5,3256.5,3256.5,2215,0
2020-02-03 10:50:00,3256.75,3257.0,3255.25,3255.25,3499,0
2020-02-03 10:51:00,3255.5,3256.5,3255.0,3256.25,3554,0
2020-02-03 10:52:00,3256.5,3257.75,3255.75,3256.5,3957,0
2020-02-03 10:53:00,3256.5,3257.0,3255.75,3257.0,1961,0
2020-02-03 10:54:00,3256.75,3257.0,3256.0,3256.0,2369,0
2020-02-03 10:55:00,3256.0,3256.25,3254.75,3256.25,5722,0
2020-02-03 10:56:00,3256.5,3257.25,3255.75,3256.25,3837,0
2020-02-03 10:57:00,3256.25,3257.0,3255.75,3256.75,1929,0
2020-02-03 10:58:00,3256.75,3257.5,3255.75,3257.25,2650,0
2020-02-03 10:59:00,3257.25,3257.75,3256.5,3257.25,2246,0
2020-02-03 11:00:00,3257.25,3257.5,3256.75,3257.5,1973,0
2020-02-03 11:01:00,3257.5,3259.25,3257.0,3259.0,4660,0
2020-02-03 11:02:00,3259.0,3259.25,3258.0,3259.0,3103,0
2020-02-03 11:03:00,3259.25,3259.25,3258.25,3258.25,2721,0
2020-02-03 11:04:00,3258.25,3258.75,3257.0,3257.0,3080,0
2020-02-03 11:05:00,3257.0,3258.5,3257.0,3258.5,2327,0
2020-02-03 11:06:00,3258.25,3259.25,3257.25,3257.25,2594,0
2020-02-03 11:07:00,3257.25,3258.0,3256.75,3257.25,2531,0
2020-02-03 11:08:00,3257.25,3259.5,3257.25,3259.5,3700,0
2020-02-03 11:09:00,3259.5,3260.5,3259.25,3260.25,2842,0
2020-02-03 11:10:00,3260.0,3260.75,3259.5,3259.5,3036,0
2020-02-03 11:11:00,3259.5,3260.5,3259.25,3259.5,2247,0
2020-02-03 11:12:00,3259.25,3259.5,3258.5,3258.75,1565,0
2020-02-03 11:13:00,3259.0,3259.0,3257.25,3258.5,3527,0
2020-02-03 11:14:00,3258.5,3258.5,3255.75,3256.0,4232,0
2020-02-03 11:15:00,3255.75,3256.0,3254.5,3255.25,5408,0
2020-02-03 11:16:00,3255.25,3256.25,3255.0,3255.5,2367,0
2020-02-03 11:17:00,3255.5,3255.75,3254.5,3255.0,3788,0
2020-02-03 11:18:00,3254.75,3255.75,3254.0,3254.25,3802,0
2020-02-03 11:19:00,3254.0,3254.25,3252.5,3252.75,4460,0
2020-02-03 11:20:00,3252.5,3255.0,3252.25,3255.0,4558,0
2020-02-03 11:21:00,3254.75,3256.0,3254.75,3255.75,3936,0
2020-02-03 11:22:00,3255.75,3256.75,3255.25,3256.25,3397,0
2020-02-03 11:23:00,3256.25,3256.5,3254.25,3254.5,2065,0
2020-02-03 11:24:00,3254.5,3254.75,3253.75,3254.5,3764,0
2020-02-03 11:25:00,3254.75,3256.25,3254.5,3255.25,2033,0
2020-02-03 11:26:00,3255.5,3256.25,3255.0,3255.5,2411,0
2020-02-03 11:27:00,3255.5,3256.5,3254.25,3255.5,3180,0
2020-02-03 11:28:00,3255.5,3255.5,3253.5,3253.75,3081,0
2020-02-03 11:29:00,3253.5,3254.25,3253.0,3253.75,4084,0
2020-02-03 11:30:00,3253.5,3253.5,3252.25,3252.25,3398,0
2020-02-03 11:31:00,3252.5,3253.5,3252.25,3252.75,3108,0
2020-02-03 11:32:00,3253.0,3253.0,3251.25,3251.25,4110,0
2020-02-03 11:33:00,3251.25,3252.0,3250.75,3251.25,7677,0
2020-02-03 11:34:00,3251.25,3252.25,3250.75,3252.0,3370,0
2020-02-03 11:35:00,3252.0,3252.25,3251.25,3251.25,2253,0
2020-02-03 11:36:00,3251.5,3251.5,3250.25,3250.25,3016,0
2020-02-03 11:37:00,3250.5,3250.5,3249.25,3249.75,3900,0
2020-02-03 11:38:00,3249.75,3250.75,3249.5,3249.75,2192,0
2020-02-03 11:39:00,3250.0,3250.0,3248.75,3250.0,3422,0
2020-02-03 11:40:00,3250.0,3250.25,3248.75,3249.5,2548,0
2020-02-03 11:41:00,3249.75,3250.25,3248.5,3250.25,3675,0
2020-02-03 11:42:00,3250.25,3250.25,3245.5,3245.75,10474,0
2020-02-03 11:43:00,3246.0,3247.5,3245.75,3247.25,5683,0
2020-02-03 11:44:00,3247.0,3247.25,3243.0,3244.25,8282,0
2020-02-03 11:45:00,3244.5,3246.0,3243.75,3246.0,5051,0
2020-02-03 11:46:00,3246.0,3246.0,3244.5,3245.0,3528,0
2020-02-03 11:47:00,3245.0,3245.0,3243.25,3244.25,4982,0
2020-02-03 11:48:00,3244.5,3245.5,3244.0,3244.5,3940,0
2020-02-03 11:49:00,3244.75,3245.0,3243.5,3244.5,2954,0
2020-02-03 11:50:00,3244.75,3244.75,3243.5,3244.75,1910,0
2020-02-03 11:51:00,3244.75,3245.0,3243.25,3244.25,3948,0
2020-02-03 11:52:00,3244.5,3244.5,3242.75,3242.75,3287,0
2020-02-03 11:53:00,3243.0,3244.25,3242.5,3243.0,3970,0
2020-02-03 11:54:00,3243.25,3244.25,3242.75,3244.0,2869,0
2020-02-03 11:55:00,3244.0,3245.75,3243.75,3245.5,2836,0
2020-02-03 11:56:00,3245.5,3246.25,3245.25,3245.75,2935,0
2020-02-03 11:57:00,3246.0,3246.25,3245.0,3246.25,3222,0
2020-02-03 11:58:00,3246.5,3247.5,3246.25,3247.0,4187,0
2020-02-03 11:59:00,3247.0,3248.0,3246.5,3248.0,2398,0
2020-02-03 12:00:00,3248.0,3248.25,3247.0,3248.0,2041,0
2020-02-03 12:01:00,3248.0,3248.25,3246.75,3247.0,3084,0
2020-02-03 12:02:00,3247.25,3248.0,3247.0,3247.5,2101,0
2020-02-03 12:03:00,3247.75,3248.0,3246.5,3247.25,2065,0
2020-02-03 12:04:00,3247.5,3248.0,3245.5,3248.0,3217,0
2020-02-03 12:05:00,3248.25,3249.5,3248.0,3249.0,3914,0
2020-02-03 12:06:00,3249.0,3249.0,3248.0,3248.5,1879,0
2020-02-03 12:07:00,3248.5,3248.75,3248.0,3248.25,1037,0
2020-02-03 12:08:00,3248.25,3248.25,3247.0,3247.0,2215,0
2020-02-03 12:09:00,3247.0,3247.25,3245.75,3247.0,2550,0
2020-02-03 12:10:00,3247.25,3247.25,3245.5,3245.75,1718,0
2020-02-03 12:11:00,3246.0,3246.0,3244.25,3244.75,2954,0
2020-02-03 12:12:00,3245.0,3245.5,3244.5,3245.25,1583,0
2020-02-03 12:13:00,3245.25,3247.0,3245.25,3245.75,2586,0
2020-02-03 12:14:00,3246.0,3246.5,3245.25,3246.5,1369,0
2020-02-03 12:15:00,3246.5,3247.75,3246.5,3247.75,2596,0
2020-02-03 12:16:00,3248.0,3249.0,3247.5,3248.5,2827,0
2020-02-03 12:17:00,3248.75,3249.25,3248.25,3248.5,3066,0
2020-02-03 12:18:00,3248.75,3249.75,3248.75,3249.0,2092,0
2020-02-03 12:19:00,3249.0,3250.5,3248.75,3250.25,3231,0
2020-02-03 12:20:00,3250.25,3251.25,3250.0,3250.5,2631,0
2020-02-03 12:21:00,3250.75,3251.25,3250.5,3251.0,1388,0
2020-02-03 12:22:00,3251.0,3252.0,3250.75,3252.0,1449,0
2020-02-03 12:23:00,3252.0,3253.0,3251.5,3253.0,2144,0
2020-02-03 12:24:00,3253.0,3253.0,3252.0,3252.5,3094,0
2020-02-03 12:25:00,3252.5,3252.75,3252.25,3252.5,880,0
2020-02-03 12:26:00,3252.5,3253.0,3251.75,3252.0,1907,0
2020-02-03 12:27:00,3252.0,3252.5,3251.25,3251.75,1598,0
2020-02-03 12:28:00,3252.0,3252.75,3251.5,3251.75,1311,0
2020-02-03 12:29:00,3252.0,3252.75,3251.5,3252.0,1439,0
2020-02-03 12:30:00,3252.0,3252.25,3250.75,3251.0,1591,0
2020-02-03 12:31:00,3251.0,3252.0,3250.75,3251.0,1611,0
2020-02-03 12:32:00,3251.25,3251.5,3250.75,3251.0,1992,0
2020-02-03 12:33:00,3251.25,3251.25,3249.75,3249.75,2041,0
2020-02-03 12:34:00,3250.0,3250.25,3248.5,3249.25,2587,0
2020-02-03 12:35:00,3249.5,3250.5,3249.25,3249.25,2456,0
2020-02-03 12:36:00,3249.25,3250.5,3249.0,3250.25,1149,0
2020-02-03 12:37:00,3250.25,3250.25,3249.25,3250.0,1629,0
2020-02-03 12:38:00,3250.0,3250.25,3249.5,3249.75,868,0
2020-02-03 12:39:00,3249.75,3250.0,3249.0,3249.5,1800,0
2020-02-03 12:40:00,3249.5,3250.0,3248.75,3250.0,2358,0
2020-02-03 12:41:00,3250.0,3250.75,3249.75,3250.5,2366,0
2020-02-03 12:42:00,3250.75,3252.25,3250.75,3252.25,2178,0
2020-02-03 12:43:00,3252.25,3252.25,3251.25,3251.5,1166,0
2020-02-03 12:44:00,3251.5,3252.0,3251.25,3252.0,992,0
2020-02-03 12:45:00,3252.0,3252.5,3251.5,3252.25,1487,0
2020-02-03 12:46:00,3252.25,3252.25,3250.5,3251.25,1760,0
2020-02-03 12:47:00,3251.25,3252.0,3250.25,3251.75,1529,0
2020-02-03 12:48:00,3252.0,3252.75,3251.5,3252.75,1168,0
2020-02-03 12:49:00,3252.75,3253.0,3252.25,3252.75,1379,0
2020-02-03 12:50:00,3252.75,3253.25,3252.0,3252.5,1144,0
2020-02-03 12:51:00,3252.75,3253.0,3252.25,3252.25,1040,0
2020-02-03 12:52:00,3252.25,3253.0,3252.25,3252.5,1300,0
2020-02-03 12:53:00,3252.5,3253.0,3252.5,3252.75,888,0
2020-02-03 12:54:00,3252.75,3253.0,3251.75,3252.5,1794,0
2020-02-03 12:55:00,3252.5,3254.0,3252.5,3253.75,2390,0
2020-02-03 12:56:00,3253.75,3254.25,3253.25,3253.75,1532,0
2020-02-03 12:57:00,3253.75,3254.5,3252.75,3253.5,2840,0
2020-02-03 12:58:00,3253.5,3254.0,3253.25,3254.0,2472,0
2020-02-03 12:59:00,3254.0,3254.5,3253.75,3254.25,1071,0
2020-02-03 13:00:00,3254.5,3254.75,3253.5,3253.75,1398,0
2020-02-03 13:01:00,3253.75,3254.5,3253.5,3254.0,1918,0
2020-02-03 13:02:00,3254.25,3254.5,3253.0,3253.0,1965,0
2020-02-03 13:03:00,3253.0,3253.25,3252.25,3252.75,1725,0
2020-02-03 13:04:00,3252.75,3253.5,3252.5,3253.25,1683,0
2020-02-03 13:05:00,3253.5,3253.5,3252.75,3252.75,1380,0
2020-02-03 13:06:00,3252.75,3253.75,3252.75,3253.0,983,0
2020-02-03 13:07:00,3253.25,3253.5,3252.25,3252.25,1311,0
2020-02-03 13:08:00,3252.25,3252.5,3251.0,3251.25,2446,0
2020-02-03 13:09:00,3251.25,3251.5,3250.75,3251.25,1591,0
2020-02-03 13:10:00,3251.25,3251.5,3250.75,3251.0,1032,0
2020-02-03 13:11:00,3251.0,3251.5,3250.5,3251.0,797,0
2020-02-03 13:12:00,3251.0,3251.25,3249.5,3249.5,2662,0
2020-02-03 13:13:00,3249.5,3250.0,3247.25,3247.5,5731,0
2020-02-03 13:14:00,3247.5,3247.75,3245.75,3246.0,5037,0
2020-02-03 13:15:00,3246.0,3247.75,3245.75,3247.75,3058,0
2020-02-03 13:16:00,3247.75,3247.75,3245.75,3247.0,4266,0
2020-02-03 13:17:00,3246.75,3247.75,3246.5,3247.0,3408,0
2020-02-03 13:18:00,3247.0,3247.5,3246.25,3247.25,2391,0
2020-02-03 13:19:00,3247.25,3248.0,3247.25,3247.75,2069,0
2020-02-03 13:20:00,3247.75,3248.75,3247.75,3248.5,2477,0
2020-02-03 13:21:00,3248.5,3249.5,3247.75,3249.25,2474,0
2020-02-03 13:22:00,3249.0,3249.75,3248.5,3249.75,1914,0
2020-02-03 13:23:00,3249.75,3250.0,3248.5,3249.25,2000,0
2020-02-03 13:24:00,3249.25,3249.75,3248.75,3248.75,2009,0
2020-02-03 13:25:00,3248.75,3249.75,3248.5,3249.75,1426,0
2020-02-03 13:26:00,3249.75,3250.25,3249.25,3249.5,1562,0
2020-02-03 13:27:00,3249.5,3249.5,3248.5,3248.5,1956,0
2020-02-03 13:28:00,3248.5,3249.25,3248.5,3249.0,1237,0
2020-02-03 13:29:00,3249.0,3249.5,3247.75,3248.0,1497,0
2020-02-03 13:30:00,3247.75,3248.0,3247.0,3247.5,2198,0
2020-02-03 13:31:00,3247.5,3249.25,3246.75,3249.25,2083,0
2020-02-03 13:32:00,3249.25,3249.25,3247.25,3247.5,1629,0
2020-02-03 13:33:00,3247.25,3247.25,3245.75,3246.5,3024,0
2020-02-03 13:34:00,3246.5,3248.25,3246.5,3247.0,1984,0
2020-02-03 13:35:00,3247.0,3248.5,3246.75,3248.5,2208,0
2020-02-03 13:36:00,3248.25,3249.25,3247.75,3249.0,1815,0
2020-02-03 13:37:00,3249.0,3251.0,3248.75,3250.75,3529,0
2020-02-03 13:38:00,3250.75,3251.0,3249.75,3251.0,2965,0
2020-02-03 13:39:00,3251.0,3251.75,3250.75,3251.25,1692,0
2020-02-03 13:40:00,3251.25,3252.0,3251.25,3251.75,1234,0
2020-02-03 13:41:00,3251.75,3252.0,3250.5,3250.5,879,0
2020-02-03 13:42:00,3250.5,3251.5,3250.5,3251.0,1013,0
2020-02-03 13:43:00,3251.0,3251.0,3250.0,3250.0,1110,0
2020-02-03 13:44:00,3250.25,3250.5,3249.75,3250.25,945,0
2020-02-03 13:45:00,3250.25,3250.5,3249.75,3250.5,904,0
2020-02-03 13:46:00,3250.5,3251.0,3249.5,3249.5,1891,0
2020-02-03 13:47:00,3249.5,3250.0,3248.75,3249.25,2258,0
2020-02-03 13:48:00,3249.5,3251.0,3249.25,3251.0,951,0
2020-02-03 13:49:00,3250.75,3251.5,3250.5,3251.0,872,0
2020-02-03 13:50:00,3251.0,3251.75,3250.75,3251.5,742,0
2020-02-03 13:51:00,3251.5,3251.5,3250.5,3250.75,1211,0
2020-02-03 13:52:00,3251.0,3251.0,3248.75,3248.75,2206,0
2020-02-03 13:53:00,3248.75,3249.5,3248.25,3248.25,1254,0
2020-02-03 13:54:00,3248.5,3250.25,3248.25,3250.0,3081,0
2020-02-03 13:55:00,3250.0,3250.75,3249.25,3250.0,2046,0
2020-02-03 13:56:00,3250.0,3251.25,3250.0,3251.25,1295,0
2020-02-03 13:57:00,3251.0,3251.5,3250.25,3250.5,1148,0
2020-02-03 13:58:00,3250.75,3251.5,3250.25,3251.25,1093,0
2020-02-03 13:59:00,3251.5,3252.0,3251.25,3252.0,938,0
2020-02-03 14:00:00,3252.25,3252.25,3251.25,3251.25,1201,0
2020-02-03 14:01:00,3251.25,3251.75,3250.25,3250.25,2236,0
2020-02-03 14:02:00,3250.5,3251.0,3249.5,3249.75,2066,0
2020-02-03 14:03:00,3249.75,3250.25,3249.0,3249.5,1305,0
2020-02-03 14:04:00,3249.25,3249.5,3248.5,3249.5,1023,0
2020-02-03 14:05:00,3249.5,3250.5,3249.0,3249.0,2055,0
2020-02-03 14:06:00,3249.0,3249.25,3248.25,3248.25,1343,0
2020-02-03 14:07:00,3248.25,3249.0,3247.75,3247.75,1415,0
2020-02-03 14:08:00,3247.75,3248.0,3247.0,3247.25,2916,0
2020-02-03 14:09:00,3247.25,3247.5,3247.0,3247.5,1760,0
2020-02-03 14:10:00,3247.25,3248.5,3247.25,3247.75,2061,0
2020-02-03 14:11:00,3247.75,3247.75,3246.5,3247.25,2179,0
2020-02-03 14:12:00,3247.0,3247.75,3246.25,3246.25,894,0
2020-02-03 14:13:00,3246.5,3246.5,3245.5,3246.5,2675,0
2020-02-03 14:14:00,3246.25,3246.75,3245.75,3246.0,1640,0
2020-02-03 14:15:00,3245.75,3246.25,3245.25,3245.75,1634,0
2020-02-03 14:16:00,3245.75,3246.5,3245.25,3245.75,1317,0
2020-02-03 14:17:00,3245.75,3247.0,3245.75,3246.5,1328,0
2020-02-03 14:18:00,3246.75,3247.75,3246.25,3247.5,3595,0
2020-02-03 14:19:00,3247.75,3247.75,3246.5,3247.25,1605,0
2020-02-03 14:20:00,3247.0,3247.5,3247.0,3247.25,838,0
2020-02-03 14:21:00,3247.5,3249.75,3247.5,3249.5,5086,0
2020-02-03 14:22:00,3249.75,3250.0,3249.25,3249.75,1833,0
2020-02-03 14:23:00,3249.75,3250.0,3248.75,3248.75,1269,0
2020-02-03 14:24:00,3248.75,3249.25,3248.5,3248.75,1187,0
2020-02-03 14:25:00,3249.0,3249.75,3248.0,3248.5,1887,0
2020-02-03 14:26:00,3248.75,3249.75,3248.5,3249.5,1223,0
2020-02-03 14:27:00,3249.75,3249.75,3248.5,3248.75,902,0
2020-02-03 14:28:00,3248.75,3249.0,3247.75,3248.75,1609,0
2020-02-03 14:29:00,3248.5,3248.75,3247.25,3247.75,1290,0
2020-02-03 14:30:00,3247.5,3248.25,3247.25,3248.25,1146,0
2020-02-03 14:31:00,3248.25,3249.5,3247.5,3249.0,2402,0
2020-02-03 14:32:00,3249.25,3250.0,3249.25,3249.75,1385,0
2020-02-03 14:33:00,3249.75,3249.75,3247.5,3247.5,2442,0
2020-02-03 14:34:00,3247.75,3247.75,3246.25,3246.5,1593,0
2020-02-03 14:35:00,3246.5,3246.75,3244.75,3245.25,4109,0
2020-02-03 14:36:00,3245.0,3246.5,3245.0,3246.0,3123,0
2020-02-03 14:37:00,3246.25,3247.25,3245.75,3246.75,2475,0
2020-02-03 14:38:00,3247.0,3247.75,3246.75,3247.25,1553,0
2020-02-03 14:39:00,3247.25,3247.75,3246.75,3247.5,1009,0
2020-02-03 14:40:00,3247.75,3248.5,3247.5,3248.0,1597,0
2020-02-03 14:41:00,3247.75,3248.5,3246.75,3248.25,1352,0
2020-02-03 14:42:00,3248.0,3249.0,3247.75,3249.0,1357,0
2020-02-03 14:43:00,3249.0,3250.25,3248.5,3250.25,2232,0
2020-02-03 14:44:00,3250.5,3250.75,3249.5,3249.75,1768,0
2020-02-03 14:45:00,3249.75,3251.0,3249.75,3250.25,1216,0
2020-02-03 14:46:00,3250.25,3251.0,3250.0,3251.0,1412,0
2020-02-03 14:47:00,3250.75,3251.0,3249.75,3251.0,1586,0
2020-02-03 14:48:00,3251.0,3251.75,3250.75,3251.75,1474,0
2020-02-03 14:49:00,3251.75,3251.75,3251.25,3251.5,1433,0
2020-02-03 14:50:00,3251.25,3252.25,3251.25,3252.0,1393,0
2020-02-03 14:51:00,3252.0,3252.75,3251.25,3251.5,3803,0
2020-02-03 14:52:00,3251.25,3252.0,3251.0,3251.75,987,0
2020-02-03 14:53:00,3251.75,3252.0,3251.0,3251.25,887,0
2020-02-03 14:54:00,3251.25,3252.0,3251.0,3251.25,1207,0
2020-02-03 14:55:00,3251.25,3251.75,3250.5,3251.75,1707,0
2020-02-03 14:56:00,3251.75,3252.0,3251.5,3251.75,626,0
2020-02-03 14:57:00,3251.75,3252.0,3251.0,3251.75,864,0
2020-02-03 14:58:00,3251.5,3251.75,3250.25,3251.0,1347,0
2020-02-03 14:59:00,3251.0,3251.5,3250.5,3251.5,561,0
2020-02-03 15:00:00,3251.5,3251.5,3250.0,3250.5,1598,0
2020-02-03 15:01:00,3250.5,3251.25,3250.0,3251.0,1399,0
2020-02-03 15:02:00,3251.0,3251.25,3250.5,3250.5,1266,0
2020-02-03 15:03:00,3250.25,3251.0,3250.25,3250.5,647,0
2020-02-03 15:04:00,3250.5,3251.25,3250.25,3251.0,1636,0
2020-02-03 15:05:00,3250.75,3252.25,3250.75,3252.0,1375,0
2020-02-03 15:06:00,3252.0,3252.5,3251.0,3252.25,1184,0
2020-02-03 15:07:00,3252.25,3252.25,3251.25,3252.25,1417,0
2020-02-03 15:08:00,3252.25,3253.25,3252.0,3252.75,1783,0
